Year,Anzahl,Value
2019,durchgeführter Beratungen und Veranstaltungen,0
2020,durchgeführter Beratungen und Veranstaltungen,0
2021,durchgeführter Beratungen und Veranstaltungen,0
2022,durchgeführter Beratungen und Veranstaltungen,0
2023,durchgeführter Beratungen und Veranstaltungen,0
2019,erreichter Bürger:innen,0
2020,erreichter Bürger:innen,0
2021,erreichter Bürger:innen,0
2022,erreichter Bürger:innen,0
2023,erreichter Bürger:innen,0
