Year,Anzahl,Value
2019,der Infomaterialien,0
2020,der Infomaterialien,0
2021,der Infomaterialien,0
2022,der Infomaterialien,0
2023,der Infomaterialien,0
2019,erreichte Personen,0
2020,erreichte Personen,0
2021,erreichte Personen,0
2022,erreichte Personen,0
2023,erreichte Personen,0
