Year,Anzahl,Value
2019,Maker-Spaces,0
2020,Maker-Spaces,0
2021,Maker-Spaces,0
2022,Maker-Spaces,0
2023,Maker-Spaces,0
2019,von Nutzern,0
2020,von Nutzern,0
2021,von Nutzern,0
2022,von Nutzern,0
2023,von Nutzern,0
