Year,Anzahl,Value
2019,eingerichteterr BIDs,0
2020,eingerichteterr BIDs,0
2021,eingerichteterr BIDs,0
2022,eingerichteterr BIDs,0
2023,eingerichteterr BIDs,0
2019,Mitglieder pro BID,0
2020,Mitglieder pro BID,0
2021,Mitglieder pro BID,0
2022,Mitglieder pro BID,0
2023,Mitglieder pro BID,0
