Year,Anzahl,Value
2019,Grünflächen im Stadtgebiet,0
2020,Grünflächen im Stadtgebiet,0
2021,Grünflächen im Stadtgebiet,0
2022,Grünflächen im Stadtgebiet,0
2023,Grünflächen im Stadtgebiet,0
