Year,Anzahl,Value
2019,teilnehmenden Schulen,0
2020,teilnehmenden Schulen,0
2021,teilnehmenden Schulen,0
2022,teilnehmenden Schulen,0
2023,teilnehmenden Schulen,2
2019,Schüler:innen,0
2020,Schüler:innen,0
2021,Schüler:innen,0
2022,Schüler:innen,0
2023,Schüler:innen,50
