Year,Anzahl,Value
2019,beteiligter Unternehmen,0
2020,beteiligter Unternehmen,0
2021,beteiligter Unternehmen,0
2022,beteiligter Unternehmen,0
2023,beteiligter Unternehmen,0
2019,aufgestellter Handyboxen,0
2020,aufgestellter Handyboxen,0
2021,aufgestellter Handyboxen,0
2022,aufgestellter Handyboxen,0
2023,aufgestellter Handyboxen,0
